Time_ms,imu_RTx,imu_LTx,imu_1_left_shaking,imu_2_right_shaking,imu_3_left_foot,imu_4_right_foot,RLTx_delay,torque_delay,tau_raw_L,tau_raw_R,S_torque_command_left,S_torque_command_right,M1_torque_command,M2_torque_command,Rescaling_gain,imu_Rvel,imu_Lvel,imu_vel_1,imu_vel_2,imu_vel_3,imu_vel_4,freq_avg,R_flexion,L_flexion,extra3,R_extension,L_extension
12553,0.3169,0.4661,0.3073,0.2720,0.4363,0.4346,0.0000,0.0000,-0.1167,0.1167,0.0000,0.0000,0.0000,0.0000,5.0000,-0.3662,0.2441,-0.1831,0.0610,0.1221,-0.1221,0.0000,0.0001,-0.0001,0.0000,0.0000,0.0000
12688,0.3279,0.4826,0.3128,0.2775,0.4473,0.4455,0.0000,0.0000,-0.1234,0.1234,0.0000,0.0000,0.0000,0.0000,5.0000,-0.0610,0.3662,0.0000,0.1831,0.3052,0.1831,0.0000,0.0001,-0.0001,0.0000,0.0000,0.0000
12698,0.3279,0.4826,0.3128,0.2775,0.4473,0.4455,0.0000,0.0000,-0.1294,0.1294,0.0000,0.0000,0.0000,0.0000,5.0000,-0.0610,0.3662,0.0000,0.1831,0.3052,0.1831,0.0000,0.0001,-0.0001,0.0000,0.0000,0.0000
12708,0.3059,0.4826,0.3128,0.2500,0.4308,0.4401,0.0000,0.0000,-0.1364,0.1364,0.0000,0.0000,0.0000,0.0000,5.0000,-1.3428,0.3662,0.0000,-0.4272,-0.5493,-0.5493,0.0000,0.0001,-0.0001,0.0000,0.0000,0.0000
12718,0.3004,0.4442,0.2854,0.2500,0.4253,0.4346,0.0000,0.0000,-0.1407,0.1407,0.0000,0.0000,0.0000,0.0000,5.0000,-0.9766,-1.0376,-0.4883,-0.4272,-0.6714,-0.6104,0.0000,0.0001,-0.0001,0.0000,0.0000,0.0000
12728,0.3004,0.4387,0.2854,0.2500,0.4253,0.4346,0.0000,0.0000,-0.1408,0.1408,0.0000,0.0000,0.0000,0.0000,5.0000,-0.5493,-0.6714,-0.3662,-0.2441,-0.6714,-0.7324,0.0000,0.0001,-0.0001,0.0000,0.0000,0.0000
12738,0.3059,0.4387,0.2908,0.2500,0.4253,0.4236,0.0000,0.0000,-0.1397,0.1397,0.0000,0.0000,0.0000,0.0000,5.0000,-0.3052,-0.3052,-0.3662,-0.0610,-0.6714,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12748,0.3114,0.4387,0.2908,0.2500,0.4198,0.4236,0.0000,0.0000,-0.1379,0.1379,0.0000,0.0000,0.0000,0.0000,5.0000,-0.3052,-0.2441,-0.4272,-0.0610,-0.4883,-0.5493,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12758,0.3114,0.4442,0.2854,0.2500,0.4143,0.4236,0.0000,0.0000,-0.1364,0.1364,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6714,-0.3662,-0.4272,-0.0610,-0.4272,-0.5493,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12768,0.3114,0.4387,0.2799,0.2446,0.4143,0.4236,0.0000,0.0000,-0.1352,0.1352,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6714,-0.6714,-0.4883,-0.1221,-0.3662,-0.4272,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12778,0.2949,0.4387,0.2799,0.2446,0.4143,0.4236,0.0000,0.0000,-0.1353,0.1353,0.0000,0.0000,0.0000,0.0000,5.0000,-1.4038,-0.6714,-0.4883,-0.2441,-0.3052,-0.4272,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12788,0.2839,0.4332,0.2744,0.2391,0.4143,0.4236,0.0000,0.0000,-0.1375,0.1375,0.0000,0.0000,0.0000,0.0000,5.0000,-1.2207,-0.7324,-0.6104,-0.3662,-0.3052,-0.4272,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12798,0.2784,0.4277,0.2689,0.2336,0.4143,0.4181,0.0000,0.0000,-0.1397,0.1397,0.0000,0.0000,0.0000,0.0000,5.0000,-0.8545,-0.6714,-0.6714,-0.3662,-0.3052,-0.4272,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12808,0.2729,0.4222,0.2634,0.2281,0.4143,0.4181,0.0000,0.0000,-0.1415,0.1415,0.0000,0.0000,0.0000,0.0000,5.0000,-0.5493,-0.5493,-0.5493,-0.2441,-0.1831,-0.3052,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12818,0.2729,0.4222,0.2634,0.2281,0.4143,0.4181,0.0000,0.0000,-0.1430,0.1430,0.0000,0.0000,0.0000,0.0000,5.0000,-0.1221,-0.3052,-0.3662,-0.2441,-0.1831,-0.3662,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12828,0.2784,0.4222,0.2634,0.2281,0.4089,0.4181,0.0000,0.0000,-0.1436,0.1436,0.0000,0.0000,0.0000,0.0000,5.0000,0.1221,-0.4272,-0.2441,0.0000,-0.3052,-0.3662,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12838,0.2784,0.4222,0.2634,0.2281,0.4034,0.4126,0.0000,0.0000,-0.1437,0.1437,0.0000,0.0000,0.0000,0.0000,5.0000,0.1221,-0.6714,-0.1831,0.0610,-0.4272,-0.4883,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12848,0.2894,0.4222,0.2634,0.2281,0.3979,0.4071,0.0000,0.0000,-0.1426,0.1426,0.0000,0.0000,0.0000,0.0000,5.0000,-0.4272,-0.6714,-0.1831,0.1221,-0.5493,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12858,0.2894,0.4112,0.2634,0.2281,0.3869,0.3961,0.0000,0.0000,-0.1396,0.1396,0.0000,0.0000,0.0000,0.0000,5.0000,-1.0376,-0.9766,-0.1831,0.0000,-0.7324,-0.7935,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12868,0.2784,0.4002,0.2634,0.2226,0.3869,0.3906,0.0000,0.0000,-0.1362,0.1362,0.0000,0.0000,0.0000,0.0000,5.0000,-1.5869,-1.0986,-0.1831,-0.1221,-0.7324,-0.9155,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12878,0.2619,0.3892,0.2634,0.2171,0.3814,0.3906,0.0000,0.0000,-0.1340,0.1340,0.0000,0.0000,0.0000,0.0000,5.0000,-1.5869,-1.0986,-0.3052,-0.3052,-0.7935,-0.9155,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12888,0.2510,0.3782,0.2524,0.2061,0.3649,0.3686,0.0000,0.0000,-0.1328,0.1328,0.0000,0.0000,0.0000,0.0000,5.0000,-1.1597,-0.9766,-0.7324,-0.5493,-0.7935,-0.8545,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12898,0.2455,0.3672,0.2359,0.2006,0.3649,0.3686,0.0000,0.0000,-0.1312,0.1312,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6104,-0.7324,-1.0986,-0.6714,-0.6714,-0.8545,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12908,0.2455,0.3672,0.2249,0.1896,0.3594,0.3686,0.0000,0.0000,-0.1294,0.1294,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6104,-0.6714,-1.0986,-0.7935,-0.6104,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12918,0.2455,0.3672,0.2249,0.1896,0.3594,0.3632,0.0000,0.0000,-0.1279,0.1279,0.0000,0.0000,0.0000,0.0000,5.0000,-0.4272,-0.6714,-1.0986,-0.7935,-0.4883,-0.5493,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12928,0.2400,0.3672,0.2194,0.1731,0.3539,0.3632,0.0000,0.0000,-0.1273,0.1273,0.0000,0.0000,0.0000,0.0000,5.0000,-0.7935,-0.7324,-0.9766,-0.6104,-0.4883,-0.5493,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12938,0.2400,0.3672,0.2085,0.1676,0.3539,0.3577,0.0000,0.0000,-0.1273,0.1273,0.0000,0.0000,0.0000,0.0000,5.0000,-1.0986,-0.7935,-0.9155,-0.5493,-0.4883,-0.6104,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12948,0.2345,0.3563,0.2030,0.1676,0.3484,0.3467,0.0000,0.0000,-0.1268,0.1268,0.0000,0.0000,0.0000,0.0000,5.0000,-1.3428,-0.8545,-0.5493,-0.3052,-0.4883,-0.7935,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12958,0.2345,0.3563,0.2030,0.1676,0.3319,0.3412,0.0000,0.0000,-0.1258,0.1258,0.0000,0.0000,0.0000,0.0000,5.0000,-1.3428,-0.8545,-0.4883,-0.2441,-0.7935,-0.9155,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12968,0.2345,0.3343,0.2030,0.1622,0.3265,0.3412,0.0000,0.0000,-0.1229,0.1229,0.0000,0.0000,0.0000,0.0000,5.0000,-1.3428,-0.5493,-0.4883,-0.1831,-0.7935,-0.9155,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12978,0.2290,0.3343,0.2030,0.1622,0.3210,0.3357,0.0000,0.0000,-0.1190,0.1190,0.0000,0.0000,0.0000,0.0000,5.0000,-1.1597,-0.2441,-0.4883,-0.1831,-0.7324,-0.8545,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12988,0.2235,0.3343,0.2030,0.1622,0.3210,0.3302,0.0000,0.0000,-0.1170,0.1170,0.0000,0.0000,0.0000,0.0000,5.0000,-0.4272,-0.2441,-0.4883,-0.2441,-0.5493,-0.7324,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
12998,0.2235,0.3398,0.2030,0.1567,0.3210,0.3302,0.0000,0.0000,-0.1163,0.1163,0.0000,0.0000,0.0000,0.0000,5.0000,-0.1831,-0.1831,-0.6104,-0.3662,-0.5493,-0.7324,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13008,0.2235,0.3398,0.1975,0.1512,0.3210,0.3302,0.0000,0.0000,-0.1163,0.1163,0.0000,0.0000,0.0000,0.0000,5.0000,-0.3662,-0.4272,-0.6714,-0.4883,-0.3662,-0.3662,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13018,0.2235,0.3453,0.1975,0.1457,0.3210,0.3302,0.0000,0.0000,-0.1169,0.1169,0.0000,0.0000,0.0000,0.0000,5.0000,-0.7324,-0.5493,-0.6714,-0.6104,-0.3662,-0.3662,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13028,0.2180,0.3453,0.1810,0.1457,0.3265,0.3412,0.0000,0.0000,-0.1184,0.1184,0.0000,0.0000,0.0000,0.0000,5.0000,-1.0376,-0.5493,-0.8545,-0.6104,0.0000,0.0000,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13038,0.2125,0.3453,0.1700,0.1347,0.3319,0.3412,0.0000,0.0000,-0.1206,0.1206,0.0000,0.0000,0.0000,0.0000,5.0000,-1.1597,-0.1221,-0.7935,-0.4883,0.0610,0.0000,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13048,0.2125,0.3453,0.1645,0.1292,0.3374,0.3467,0.0000,0.0000,-0.1229,0.1229,0.0000,0.0000,0.0000,0.0000,5.0000,-1.1597,-0.1221,-0.7935,-0.4272,0.0000,0.0000,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13058,0.2070,0.3453,0.1645,0.1237,0.3374,0.3467,0.0000,0.0000,-0.1253,0.1253,0.0000,0.0000,0.0000,0.0000,5.0000,-0.7935,0.0000,-0.7935,-0.4883,-0.1221,-0.1221,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13068,0.2070,0.3453,0.1590,0.1237,0.3319,0.3467,0.0000,0.0000,-0.1278,0.1278,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6714,-0.0610,-0.7935,-0.4272,-0.3052,-0.2441,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13078,0.2070,0.3453,0.1590,0.1182,0.3319,0.3467,0.0000,0.0000,-0.1298,0.1298,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6104,-0.3662,-0.7935,-0.3662,-0.3052,-0.2441,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13088,0.2070,0.3453,0.1535,0.1182,0.3319,0.3357,0.0000,0.0000,-0.1314,0.1314,0.0000,0.0000,0.0000,0.0000,5.0000,-0.7935,-0.5493,-0.6104,-0.3052,-0.3052,-0.5493,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13098,0.2015,0.3453,0.1480,0.1127,0.3265,0.3357,0.0000,0.0000,-0.1333,0.1333,0.0000,0.0000,0.0000,0.0000,5.0000,-0.9766,-0.6104,-0.6714,-0.3662,-0.4272,-0.5493,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13108,0.1960,0.3398,0.1370,0.1072,0.3210,0.3357,0.0000,0.0000,-0.1352,0.1352,0.0000,0.0000,0.0000,0.0000,5.0000,-1.2817,-0.7324,-0.7935,-0.6104,-0.4883,-0.5493,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13118,0.1960,0.3343,0.1370,0.1017,0.3210,0.3302,0.0000,0.0000,-0.1363,0.1363,0.0000,0.0000,0.0000,0.0000,5.0000,-1.2817,-0.7324,-0.7935,-0.6104,-0.6104,-0.6104,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13128,0.1795,0.3343,0.1315,0.0907,0.3155,0.3302,0.0000,0.0000,-0.1383,0.1383,0.0000,0.0000,0.0000,0.0000,5.0000,-1.0376,-0.7324,-0.8545,-0.6104,-0.6104,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13138,0.1740,0.3288,0.1261,0.0853,0.3155,0.3247,0.0000,0.0000,-0.1415,0.1415,0.0000,0.0000,0.0000,0.0000,5.0000,-0.7935,-0.7324,-0.8545,-0.6104,-0.6104,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13148,0.1740,0.3233,0.1151,0.0798,0.3155,0.3192,0.0000,0.0000,-0.1434,0.1434,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6714,-0.6104,-0.8545,-0.6104,-0.6104,-0.7935,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13158,0.1740,0.3233,0.1096,0.0743,0.3100,0.3192,0.0000,0.0000,-0.1445,0.1445,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6714,-0.5493,-0.7324,-0.6104,-0.6104,-0.7324,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13168,0.1740,0.3233,0.1041,0.0743,0.3045,0.3137,0.0000,0.0000,-0.1454,0.1454,0.0000,0.0000,0.0000,0.0000,5.0000,-0.9155,-0.4272,-0.6714,-0.5493,-0.4272,-0.4272,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13178,0.1686,0.3233,0.1041,0.0688,0.3045,0.3137,0.0000,0.0000,-0.1467,0.1467,0.0000,0.0000,0.0000,0.0000,5.0000,-1.2817,-0.4883,-0.4883,-0.3662,-0.3052,-0.4272,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13188,0.1686,0.3233,0.0986,0.0688,0.3045,0.3192,0.0000,0.0000,-0.1482,0.1482,0.0000,0.0000,0.0000,0.0000,5.0000,-1.2817,-0.4883,-0.3662,-0.1831,-0.1831,-0.3052,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13198,0.1576,0.3233,0.0986,0.0688,0.3100,0.3192,0.0000,0.0000,-0.1506,0.1506,0.0000,0.0000,0.0000,0.0000,5.0000,-1.0376,-0.4883,-0.3662,-0.0610,-0.1221,-0.1831,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13208,0.1521,0.3233,0.0986,0.0688,0.3100,0.3192,0.0000,0.0000,-0.1540,0.1540,0.0000,0.0000,0.0000,0.0000,5.0000,-0.5493,-0.3052,-0.1831,0.0000,-0.1221,-0.1831,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13218,0.1576,0.3178,0.1041,0.0688,0.3100,0.3192,0.0000,0.0000,-0.1562,0.1562,0.0000,0.0000,0.0000,0.0000,5.0000,0.1221,-0.2441,-0.1221,0.0610,-0.1221,-0.1831,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13228,0.1686,0.3178,0.1096,0.0743,0.3100,0.3192,0.0000,0.0000,-0.1558,0.1558,0.0000,0.0000,0.0000,0.0000,5.0000,0.4883,-0.2441,0.0000,0.1221,-0.1221,-0.3662,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13238,0.1740,0.3123,0.1096,0.0743,0.3045,0.3137,0.0000,0.0000,-0.1535,0.1535,0.0000,0.0000,0.0000,0.0000,5.0000,0.1221,-0.2441,0.0000,0.1221,-0.3052,-0.4272,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13248,0.1795,0.3068,0.1096,0.0743,0.3045,0.3137,0.0000,0.0000,-0.1495,0.1495,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6104,-0.1221,0.0000,0.1221,-0.3662,-0.4272,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13258,0.1795,0.3068,0.1041,0.0743,0.2990,0.3137,0.0000,0.0000,-0.1453,0.1453,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6104,-0.3052,-0.2441,0.0000,-0.4272,-0.4883,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13268,0.1631,0.3068,0.1041,0.0688,0.2935,0.3082,0.0000,0.0000,-0.1435,0.1435,0.0000,0.0000,0.0000,0.0000,5.0000,-1.2817,-0.3052,-0.2441,0.0000,-0.4272,-0.4883,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13278,0.1521,0.3013,0.0986,0.0633,0.2880,0.3027,0.0000,0.0000,-0.1441,0.1441,0.0000,0.0000,0.0000,0.0000,5.0000,-1.0986,-0.4272,-0.3662,-0.1831,-0.6104,-0.5493,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13288,0.1411,0.2958,0.0931,0.0578,0.2880,0.2972,0.0000,0.0000,-0.1456,0.1456,0.0000,0.0000,0.0000,0.0000,5.0000,-0.9155,-0.7324,-0.6104,-0.4883,-0.6104,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13298,0.1356,0.2958,0.0711,0.0468,0.2770,0.2808,0.0000,0.0000,-0.1479,0.1479,0.0000,0.0000,0.0000,0.0000,5.0000,-0.7324,-0.7324,-0.9155,-0.6104,-0.6714,-1.0376,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13308,0.1301,0.2739,0.0711,0.0358,0.2605,0.2698,0.0000,0.0000,-0.1486,0.1486,0.0000,0.0000,0.0000,0.0000,5.0000,-0.7324,-1.0986,-0.9155,-0.6714,-0.9766,-1.0986,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13318,0.1191,0.2519,0.0711,0.0248,0.2495,0.2698,0.0000,0.0000,-0.1466,0.1466,0.0000,0.0000,0.0000,0.0000,5.0000,-0.9766,-1.4648,-0.9155,-0.7324,-1.0376,-1.0986,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13328,0.1191,0.2354,0.0601,0.0193,0.2386,0.2698,0.0000,0.0000,-0.1423,0.1423,0.0000,0.0000,0.0000,0.0000,5.0000,-0.9766,-1.5259,-0.9766,-0.7324,-1.1597,-1.0986,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13338,0.1026,0.2354,0.0437,0.0193,0.2276,0.2698,0.0000,0.0000,-0.1390,0.1390,0.0000,0.0000,0.0000,0.0000,5.0000,-1.4648,-1.5259,-0.9766,-0.7324,-1.2817,-1.0986,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13348,0.0971,0.2244,0.0382,-0.0026,0.2166,0.2313,0.0000,0.0000,-0.1373,0.1373,0.0000,0.0000,0.0000,0.0000,5.0000,-1.6479,-1.5869,-1.0376,-0.7935,-1.2817,-1.5259,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13358,0.0862,0.2134,0.0382,-0.0081,0.2166,0.2203,0.0000,0.0000,-0.1354,0.1354,0.0000,0.0000,0.0000,0.0000,5.0000,-1.7090,-1.3428,-1.0376,-0.7935,-1.2817,-1.5259,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13368,0.0752,0.2025,0.0272,-0.0136,0.2056,0.2038,0.0000,0.0000,-0.1338,0.1338,0.0000,0.0000,0.0000,0.0000,5.0000,-1.4648,-1.0376,-1.0376,-0.6714,-1.1597,-0.9155,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13378,0.0697,0.1970,0.0162,-0.0191,0.1946,0.2038,0.0000,0.0000,-0.1326,0.1326,0.0000,0.0000,0.0000,0.0000,5.0000,-1.1597,-0.8545,-0.8545,-0.5493,-0.6104,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13388,0.0642,0.1915,0.0107,-0.0246,0.1946,0.2038,0.0000,0.0000,-0.1316,0.1316,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6714,-0.6714,-0.4883,-0.4272,-0.4272,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13398,0.0642,0.1915,0.0107,-0.0246,0.1946,0.2038,0.0000,0.0000,-0.1308,0.1308,0.0000,0.0000,0.0000,0.0000,5.0000,-0.6714,-0.5493,-0.3662,-0.1831,-0.3052,-0.3662,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13408,0.0642,0.1915,0.0107,-0.0246,0.1946,0.2038,0.0000,0.0000,-0.1301,0.1301,0.0000,0.0000,0.0000,0.0000,5.0000,-0.2441,-0.5493,-0.3662,-0.0610,-0.2441,-0.3052,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13418,0.0697,0.1860,0.0107,-0.0246,0.1946,0.2038,0.0000,0.0000,-0.1285,0.1285,0.0000,0.0000,0.0000,0.0000,5.0000,-0.2441,-0.4272,-0.1831,0.0000,-0.2441,-0.3052,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13428,0.0752,0.1860,0.0107,-0.0246,0.1946,0.2038,0.0000,0.0000,-0.1256,0.1256,0.0000,0.0000,0.0000,0.0000,5.0000,-0.3052,-0.2441,-0.1831,0.0000,-0.2441,-0.3662,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13438,0.0752,0.1805,0.0107,-0.0191,0.1946,0.1984,0.0000,0.0000,-0.1222,0.1222,0.0000,0.0000,0.0000,0.0000,5.0000,-0.2441,-0.1831,-0.3052,0.0000,-0.3052,-0.6104,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13448,0.0807,0.1805,0.0107,-0.0246,0.1836,0.1929,0.0000,0.0000,-0.1185,0.1185,0.0000,0.0000,0.0000,0.0000,5.0000,-0.1831,-0.1831,-0.3052,-0.0610,-0.4883,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13458,0.0862,0.1750,0.0107,-0.0246,0.1781,0.1929,0.0000,0.0000,-0.1138,0.1138,0.0000,0.0000,0.0000,0.0000,5.0000,-0.3052,-0.4272,-0.2441,-0.0610,-0.5493,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13468,0.0862,0.1695,0.0107,-0.0246,0.1726,0.1874,0.0000,0.0000,-0.1085,0.1085,0.0000,0.0000,0.0000,0.0000,5.0000,-0.3052,-0.6714,-0.2441,0.0000,-0.6104,-0.6104,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13478,0.0807,0.1695,0.0107,-0.0301,0.1672,0.1819,0.0000,0.0000,-0.1043,0.1043,0.0000,0.0000,0.0000,0.0000,5.0000,-1.0986,-0.6714,-0.2441,-0.1221,-0.6714,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13491,0.0697,0.1585,0.0052,-0.0411,0.1617,0.1709,0.0000,0.0000,-0.1014,0.1014,0.0000,0.0000,0.0000,0.0000,5.0000,-1.2817,-0.8545,-0.3662,-0.4883,-0.6714,-0.7324,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
13501,0.0587,0.1420,-0.0113,-0.0411,0.1562,0.1654,0.0000,0.0000,-0.0984,0.0984,0.0000,0.0000,0.0000,0.0000,5.0000,-1.1597,-0.9155,-0.8545,-0.4883,-0.6714,-0.6714,0.0000,0.0002,-0.0002,0.0000,0.0000,0.0000
